Sample ID,Location Code,MONTH,YEAR,Collection Date,Collection Date/Time,AMMONIA_W,CONDUCTIVITY_W,DO_W,FCB_W,NITRATE_W,NITRITE_W,ORTHOPHOSPHATE_W,PH_W,PHOSPHOROUS_W,TEMPERATURE_W,TKN_W,TN_W,TSS_W,TURBIDITY_W
AA12836,CAPR5,7,2016,7/25/2016,7/25/2016 9:12,0.0318,177.6,,117,0.0284,0.001,0.0668,8.03,0.34,26.2,,,4,4.04
AA12957,CAPR5,8,2016,8/1/2016,8/1/2016 9:41,0.0613,148.1,7.92,15,0.278,0.001,0.0428,7.81,0.134,25.1,,,7,6.87
AA13027,CAPR5,8,2016,8/8/2016,8/8/2016 10:03,0.004,161.7,,48,0.22,0.001,0.046,8.03,0.107,24.9,,,0.59,4.54
AA13181,CAPR5,8,2016,8/15/2016,8/15/2016 9:20,0.0433,178.5,,35,0.0463,0.001,0.0376,8.04,0.657,26.7,,,0.59,2.79
AA18289,CAPR6,,,7/31/2017,7/31/2017 10:01,0.0378,177.6,,15,2.31,0.001,0.0442,7.51,0.0663,20.7,,,,8.51
AA18290,CAPR7,,,7/31/2017,7/31/2017 10:30,0.0446,191.8,,33,1.02,0.001,0.0459,8.1,0.075,21.4,,,,5.98
AA18291,CAPR8,,,7/31/2017,7/31/2017 10:53,0.13,151.3,,28,1.65,0.001,0.0733,8.1,0.0822,21.6,,,21,24.8
AA13269,CAPR5,8,2016,8/17/2016,8/17/2016 9:00,0.073,201.1,,58,0.113,0.001,0.0322,8.09,0.514,25.4,,,5,6.15
AA13371,CAPR5,8,2016,8/24/2016,8/24/2016 9:08,0.004,174,,20,0.0211,0.001,0.0432,8.23,0.161,22.4,,,2,2.44
AA13548,CAPR5,9,2016,9/7/2016,9/7/2016 9:35,0.004,164.1,8.35,9,0.00439,0.001,0.0315,8.09,0.263,23.4,,,3,2.32
AA13587,CAPR5,9,2016,9/12/2016,9/12/2016 10:10,0.004,188.1,,15,0.0228,0.001,0.0329,8.07,0.04,22.1,,,4,1.89
AA13725,CAPR5,9,2016,9/19/2016,9/19/2016 9:45,0.004,236,,25,0.0475,0.001,0.005,7.8,0.005,20.7,,,4,1.76
AA18360,CAPR6,,,8/7/2017,8/7/2017 9:41,0.033,174.1,8.78,5,0.0654,0.001,0.036,7.19,0.109,20.9,,,,3.4
AA18361,CAPR7,,,8/7/2017,8/7/2017 10:15,0.037,192.5,8.08,15,0.0845,0.001,0.048,8.07,0.113,20.5,,,,6.64
AA18362,CAPR8,,,8/7/2017,8/7/2017 10:40,0.074,166.8,7.92,29,0.0418,0.001,0.046,7.77,0.101,22,0.651,0.694,11,10.3
AA13771,CAPR5,9,2016,9/22/2016,9/22/2016 9:10,0.004,196.7,,70,0.0383,0.001,0.0146,8.05,0.128,21.1,,,3,2.52
AA13860,CAPR5,9,2016,9/28/2016,9/28/2016 9:04,0.004,195,,54,0.002,0.001,0.0703,7.94,0.099,18.3,,,0.59,1.36
AA13918,CAPR5,10,2016,10/3/2016,10/3/2016 10:05,0.214,162.5,,60,0.408,0.001,0.033,7.41,0.052,18,,,4,6.84
AA13981,CAPR5,10,2016,10/5/2016,10/5/2016 9:47,0.00802,187.2,,68,0.593,0.001,0.023,7.09,0.084,17.7,,,4,4.04
AA14105,CAPR5,10,2016,10/12/2016,10/12/2016 9:05,0.004,168.3,,17,0.639,0.001,0.01,7.41,0.032,12.5,,,4,4
AA18568,CAPR6,,,8/22/2017,8/22/2017 9:50,0.0136,184,,9,0.002,0.001,0.0333,7.71,0.036,24.3,,,,2.28
AA18569,CAPR7,,,8/22/2017,8/22/2017 10:43,0.0207,194.1,,16,0.00932,0.001,0.0352,8.04,0.0367,24.6,,,,3.4
AA18570,CAPR8,,,8/22/2017,8/22/2017 11:09,0.0323,183.4,,46,0.002,0.001,0.0351,8.21,0.037,24.6,,,6,6.05
AA14250,CAPR5,10,2016,10/18/2016,10/18/2016 9:31,0.0125,225,,15,0.057,0.001,0.0282,8,0.076,15.6,,,4,3.1
AA14402,CAPR5,10,2016,10/26/2016,10/26/2016 9:32,0.004,283,,64,0.002,0.001,0.033,7.99,0.123,9.2,,,4,2.85
AA14548,CAPR5,11,2016,11/2/2016,11/2/2016 9:35,0.004,256,,84,0.012,0.001,0.0103,8.01,0.0975,11.9,,,6,2.93
AA14589,CAPR5,11,2016,11/9/2016,11/9/2016 9:39,0.004,291,,76,0.00743,0.001,0.0108,7.96,0.0482,11.3,,,2,2.67
AA14643,CAPR5,11,2016,11/14/2016,11/14/2016 9:25,0.004,259,,68,0.002,0.001,0.004,7.98,0.005,5.4,,,0.59,2.99
AA18651,CAPR6,,,8/28/2017,8/28/2017 10:23,0.0536,173.2,,8,0.0118,0.001,0.0264,7.69,0.0328,20,,,,2.32
AA18652,CAPR7,,,8/28/2017,8/28/2017 10:52,0.004,194.1,,46,0.0184,0.001,0.0208,8.34,0.0513,20.4,,,,2.78
AA18653,CAPR8,,,8/28/2017,8/28/2017 11:17,0.0648,183.1,,12,0.002,0.001,0.0257,8.26,0.0507,21.5,,,6,7.38
AA14756,CAPR5,11,2016,11/22/2016,11/22/2016 9:32,0.00813,218.9,,12,0.002,0.001,0.0095,8.26,0.0339,3.2,,,0.59,2.62
AA14836,CAPR5,11,2016,11/30/2016,11/30/2016 9:04,0.004,277,,76,0.0252,0.001,0.016,7.39,0.048,7.8,,,0.59,3.45
AA14987,CAPR5,12,2016,12/7/2016,12/7/2016 9:00,0.0287,180.4,,31,0.139,0.001,0.0295,8.01,0.21,5.6,,,8,8.29
AA15065,CAPR5,12,2016,12/12/2016,12/12/2016 9:16,0.004,195.1,,32,0.283,0.001,0.0115,8.22,0.0163,2.6,,,2,2.32
AA15173,CAPR5,12,2016,12/19/2016,12/19/2016,0.0228,210.7,,40,0.216,0.001,0.0112,7.49,0.0263,0.4,,,0.59,2.45
AA18769,CAPR6,,,9/6/2017,9/6/2017 9:55,0.004,184.1,8.74,24,0.002,0.001,0.0313,7.38,0.033,18.4,,,,3.38
AA18770,CAPR7,,,9/6/2017,9/6/2017 10:38,0.0326,198.9,8.69,50,0.0428,0.001,0.0267,8.03,0.034,18.7,,,,2.85
AA18771,CAPR8,,,9/6/2017,9/6/2017 10:58,0.0387,177.8,8.1,35,0.002,0.001,0.0263,8.08,0.029,20.1,0.468,0.471,6,7.96
AA15277,CAPR5,12,2016,12/28/2016,12/28/2016 9:35,0.004,173.5,,8,0.0688,0.001,0.0151,8.01,0.0287,5.8,,,0.59,2.75
AA15342,CAPR5,1,2017,1/4/2017,1/4/2017 9:36,0.123,126.9,,109,0.376,0.001,0.031,7.98,0.0431,7.2,,,17,18.4
AA15398,CAPR5,1,2017,1/9/2017,1/9/2017 9:20,0.004,138.3,,13,1.06,0.001,0.0151,7.98,0.0166,0.4,,,0.59,4.25
AA15625,CAPR5,1,2017,1/23/2017,1/23/2017 9:22,0.0668,139.6,,145,0.551,0.001,0.0469,7.91,0.048,8.5,,,18,20.6
AA15679,CAPR5,1,2017,1/25/2017,1/25/2017 9:21,0.0837,92.8,,106,1.27,0.001,Scratched,6.18,0.061,6.4,,,21,27
AA19038,CAPR6,,,9/25/2017,9/25/2017 9:54,0.004,202.8,,28,0.0312,0.001,0.0844,8.08,0.105,20.7,,,,1.73
AA19039,CAPR7,,,9/25/2017,9/25/2017 10:37,0.004,216.3,,28,0.0189,0.001,0.0225,8.36,0.0826,21.3,,,,1.59
AA19040,CAPR8,,,9/25/2017,9/25/2017 11:01,0.004,199.2,,19,0.0153,0.001,0.0227,8.35,0.0888,22.8,,,2,3.26
AA15746,CAPR5,1,2017,1/30/2017,1/30/2017 9:38,0.004,109.9,,28,1.06,0.001,0.0198,7.97,0.0328,3.6,,,6,4
AA15797,CAPR5,2,2017,2/1/2017,2/1/2017 9:12,0.004,111.8,,25,0.959,0.001,0.0268,7.84,0.0329,5.4,,,5,3.57
AA15852,CAPR5,2,2017,2/7/2017,2/7/2017 9:25,0.004,125.3,,31,0.752,0.001,0.0131,8.06,0.0493,5.4,,,0.59,3.53
AA16019,CAPR5,2,2017,2/21/2017,2/21/2017 9:43,0.004,124.9,,78,0.529,0.001,0.0151,6.84,0.0329,8.4,,,6,3.1
AA16055,CAPR5,2,2017,2/23/2017,2/23/2017 9:35,0.004,122.6,,27,0.391,0.001,0.0174,8.01,0.038,12.1,,,4,4.8
AA19103,CAPR6,,,9/28/2017,9/28/2017 10:02,0.004,208.9,,29,0.002,0.001,0.0386,8,0.0848,20,,,,1.62
AA19104,CAPR7,,,9/28/2017,9/28/2017 10:39,0.004,219.5,,13,0.002,0.001,0.0266,8.33,0.0762,21.1,,,,1.98
AA19105,CAPR8,,,9/28/2017,9/28/2017 11:07,0.004,202.5,,23,0.002,0.001,0.0418,8.28,0.0717,23.1,,,3,3.47
AA16103,CAPR5,2,2017,2/28/2017,2/28/2017 9:30,0.004,153.8,,24,0.342,0.001,0.0058,7.24,0.061,7.4,,,0.59,2.66
AA16121,CAPR5,3,2017,3/1/2017,3/1/2017 9:04,0.004,163.1,,20,0.291,0.001,0.0115,8.01,0.0562,9.5,,,2,3.27
AA16172,CAPR5,3,2017,3/6/2017,3/6/2017 9:47,0.0345,138.1,,76,0.326,0.001,0.0086,8.18,0.0523,5.6,,,0.59,2.35
AA16348,CAPR5,3,2017,3/20/2017,3/20/2017 9:52,0.0665,109.5,,16,0.737,0.001,0.0391,7.71,0.0693,6.4,,,17,16.7
AA16481,CAPR5,3,2017,3/28/2017,3/28/2017 9:30,0.004,114.1,,25,0.553,0.001,0.02,7.81,0.0678,12.7,,,4,4.23
AA19139,CAPR6,,,10/3/2017,10/3/2017 10:47,0.004,207.7,,24,0.002,0.001,0.0421,8.07,0.0662,15.4,,,,4.36
AA19140,CAPR7,,,10/3/2017,10/3/2017 11:18,0.004,223,,62,0.002,0.001,0.0264,8.26,0.0597,15.9,,,,4.42
AA19141,CAPR8,,,10/3/2017,10/3/2017 11:43,0.032,204.5,,96,0.0113,0.001,0.0298,8.3,0.0867,17.1,0.615,0.627,2,3.51
AA16555,CAPR5,4,2017,4/3/2017,4/3/2017 9:40,0.0496,92.6,,44,0.817,0.001,0.0253,7.89,0.145,11.4,,,12,11.4
AA16723,CAPR5,4,2017,4/11/2017,4/11/2017 9:30,0.004,105.1,,37,0.371,0.001,0.0164,7.78,0.062,13.9,,,2,4.21
AA16808,CAPR5,4,2017,4/17/2017,4/17/2017 9:13,0.004,144.1,,23,0.139,0.001,0.0194,7.84,0.0919,17.7,,,5,3.66
AA16863,CAPR5,4,2017,4/19/2017,4/19/2017 9:15,0.004,118.9,,13,0.129,0.001,0.0191,8.06,0.0518,16.2,,,4,3.66
AA16989,CAPR5,4,2017,4/26/2017,4/26/2017 9:34,0.111,90.8,,46,0.225,0.001,0.0788,7.76,0.084,13.7,,,43,31
AA19340,CAPR6,,,10/18/2017,10/18/2017 9:20,0.0131,206.5,,24,0.0212,0.001,0.0328,7.18,0.0763,12.7,,,,0.91
AA19341,CAPR7,,,10/18/2017,10/18/2017 10:10,0.004,220,,62,0.0663,0.001,0.0184,7.15,0.0868,13.3,,,,1.27
AA19342,CAPR8,,,10/18/2017,10/18/2017 10:39,0.0236,203.9,,56,0.002,0.001,0.0152,7.94,0.0652,14.2,,,2,3.62
AA17127,CAPR5,5,2017,5/3/2017,5/3/2017 10:12,0.0426,96.4,9.48,62,0.231,0.001,0.0221,7.98,0.0349,16.4,,,5,9.5
AA17175,CAPR5,5,2017,5/8/2017,5/8/2017 9:35,0.0392,73.7,10.8,17,0.672,0.001,0.0421,7.67,0.0709,11.4,,,16,14.2
AA17288,CAPR5,5,2017,5/15/2017,5/15/2017 9:40,0.108,70.1,,109,0.605,0.001,0.0247,7.81,0.0614,13.7,,,17,14.5
AA17329,CAPR5,5,2017,5/22/2017,5/22/2017 9:38,0.004,103,,48,0.231,0.001,0.0066,8.06,0.062,18.4,,,6,4.62
AA17446,CAPR5,5,2017,5/30/2017,5/30/2017 9:40,0.0642,101.7,,78,0.464,0.001,0.022,7.37,0.0266,18.3,,,11,9.79
AA19505,CAPR6,,,10/26/2017,10/26/2017 9:53,0.0501,207.1,,3,0.0129,0.001,0.0248,7.11,0.054,13.2,,,,1.03
AA19506,CAPR7,,,10/26/2017,10/26/2017 10:36,0.0471,220,,9,0.0132,0.001,0.0222,7.58,0.0476,13.2,,,,1.07
AA19507,CAPR8,,,10/26/2017,10/26/2017 11:00,0.0511,205.5,,25,0.0153,0.001,0.0166,8.08,0.0671,13.9,,,3,4.09
AA17568,CAPR5,6,2017,6/6/2017,6/6/2017 9:48,0.0771,159.1,9.17,185,0.258,0.001,0.0123,7.86,0.0657,19.5,,,4,3.41
AA17698,CAPR5,6,2017,6/15/2017,6/15/2017 9:20,0.0768,148.7,,155,0.25,0.001,0.025,7.48,0.17,23.8,,,5,4.79
AA17749,CAPR5,6,2017,6/21/2017,6/21/2017 9:38,0.0377,266,,52,0.359,0.001,0.004,8.14,0.0393,19.8,,,5,7.3
AA17843,CAPR5,6,2017,6/26/2017,6/26/2017 9:27,0.0801,164.9,,145,0.263,0.001,0.004,8.21,0.0205,21.3,,,7,5.03
AA17905,CAPR5,6,2017,6/28/2017,6/28/2017 9:25,0.004,160.8,,106,0.239,0.001,0.004,8,0.0334,20.1,,,4,4.49
AA19569,CAPR6,,,11/1/2017,11/1/2017 10:00,0.0469,133.8,,25,1.51,0.001,0.0683,7.9,0.128,10.4,,,,8.88
AA19570,CAPR7,,,11/1/2017,11/1/2017 10:41,0.0376,135.3,,7,1.23,0.001,0.0714,8,0.127,10.9,,,,8.25
AA19571,CAPR8,,,11/1/2017,11/1/2017 11:06,0.102,115.8,,25,1.59,0.001,0.0915,8.18,0.114,10.9,0.655,2.25,14,18.5
AA17950,CAPR5,7,2017,7/6/2017,7/6/2017 10:20,0.0427,172.8,7.31,66,0.206,0.001,0.0246,7.84,0.0284,23.1,,,,3.25
AA18288,CAPR5,7,2017,7/31/2017,7/31/2017 9:50,0.0467,162.1,,66,2.84,0.001,0.0609,7.49,0.0854,20.6,,,,11.5
AA18359,CAPR5,8,2017,8/7/2017,8/7/2017 9:30,0.029,189.1,8.37,17,0.0494,0.001,0.024,7.28,0.116,20.6,,,,3.48
AA18567,CAPR5,8,2017,8/22/2017,8/22/2017 9:41,0.004,190.9,,74,0.002,0.001,0.0209,8.33,0.0303,24.2,,,,1.85
AA18650,CAPR5,8,2017,8/28/2017,8/28/2017 10:14,0.0132,180,,39,0.002,0.001,0.0117,7.8,0.0389,20.1,,,,2.13
AA19863,CAPR6,,,11/28/2017,11/28/2017 10:02,0.004,177.2,,,0.0738,0.001,0.02,7.34,0.021,6.6,,,,1.03
AA19864,CAPR7,,,11/28/2017,11/28/2017 10:56,0.004,185.5,,,0.0769,0.001,0.0119,7.18,0.013,7.5,,,,0.943
AA19865,CAPR8,,,11/28/2017,11/28/2017 11:16,0.004,162.2,,,0.0834,0.001,0.0126,7.62,0.014,6.8,,,0.59,0.488
AA18768,CAPR5,9,2017,9/6/2017,9/6/2017 9:43,0.0154,201.5,8.52,15,0.0273,0.001,0.0159,6.8,0.0272,18.8,,,,3.14
AA19037,CAPR5,9,2017,9/25/2017,9/25/2017 9:43,0.004,237,,28,0.0111,0.001,0.026,8.02,0.0747,20.1,,,,1.95
AA19102,CAPR5,9,2017,9/28/2017,9/28/2017 9:52,0.004,299,,27,0.002,0.001,0.0214,8.04,0.0752,20.4,,,,1.45
AA19138,CAPR5,10,2017,10/3/2017,10/3/2017 10:37,0.004,208.5,,58,0.002,0.001,0.0258,8.06,0.049,15.6,,,,1.13
AA19339,CAPR5,10,2017,10/18/2017,10/18/2017 9:07,0.004,259,,52,0.002,0.001,0.0096,6.84,0.0767,11.2,,,,1.6
AA19927,CAPR6,,,12/5/2017,12/5/2017 9:57,0.0309,180.1,,20,0.002,0.001,0.004,8.11,0.005,8.1,,,,1.26
AA19928,CAPR7,,,12/5/2017,12/5/2017 10:35,0.0193,193.5,,7,0.0305,0.001,0.004,8.16,0.005,8,,,,1.13
AA19929,CAPR8,,,12/5/2017,12/5/2017 10:55,0.0228,170.9,,12,0.002,0.001,0.004,8.16,0.005,7,0.545,0.548,0.59,1.37
AA19504,CAPR5,10,2017,10/26/2017,10/26/2017 9:45,0.0551,226,,35,0.002,0.001,0.0103,7.25,0.101,12.6,,,,0.802
AA19568,CAPR5,11,2017,11/1/2017,11/1/2017 9:44,0.0395,132.7,,21,1.55,0.001,0.0657,7.87,0.138,10.2,,,,7.29
AA19862,CAPR5,11,2017,11/28/2017,11/28/2017 9:49,0.004,207.4,,,0.0656,0.001,0.0103,7.08,0.014,5.4,,,,2.04
AA19926,CAPR5,12,2017,12/5/2017,12/5/2017 9:32,0.0115,237,,27,0.0177,0.001,0.004,8.13,0.005,6.3,,,,2.91
AA20142,CAPR5,12,2017,12/20/2017,12/20/2017 9:30,0.004,255,,11,0.091,0.001,0.008,7.96,0.0271,4.6,,,,1.95
AA20143,CAPR6,,,12/20/2017,12/20/2017 9:42,0.0127,191.6,,13,0.0572,0.001,0.015,7.99,0.0427,5.7,,,,2.19
AA20144,CAPR7,,,12/20/2017,12/20/2017 10:29,0.004,204.4,,20,0.0502,0.001,0.004,8.1,0.0369,6.5,,,,0.952
AA20145,CAPR8,,,12/20/2017,12/20/2017 10:48,0.004,184.8,,11,0.0133,0.001,0.004,8.12,0.0315,5.1,,,2,2.27
